CommitID,LocalRepoName,TargetDirectory
844081f3847d3bfbce57e69d4b7675b0367cde1b,ide,libraries\vs\core
3af2bedfa16ead3c50233f7c4e4424c2608c7dfe,tcp,lib\vs\vi
